;Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
8152;8431;Apartamento;Leblon;3;2;1;102;7500.0;2092.0;420.0;73.53;Apartamento
8153;8432;Apartamento;Anil;3;2;2;175;2600.0;1255.0;1433.0;14.86;Apartamento
8154;8433;Apartamento;Leblon;1;0;1;38;2200.0;550.0;50.0;57.89;Apartamento
8155;8434;Apartamento;Ipanema;3;1;1;130;10000.0;1800.0;300.0;76.92;Apartamento
8156;8435;Casa de Condomínio;Freguesia (Jacarepaguá);4;1;4;253;3600.0;805.0;239.0;14.23;Casa
8157;8436;Apartamento;Engenho Novo;2;1;0;70;1200.0;430.0;21.0;17.14;Apartamento
8158;8437;Apartamento;Barra da Tijuca;3;2;1;235;8000.0;2782.0;745.0;34.04;Apartamento
8159;8438;Apartamento;Humaitá;2;1;0;85;3500.0;900.0;177.0;41.18;Apartamento
8160;8440;Quitinete;Copacabana;1;0;0;35;1800.0;420.0;55.0;51.43;Apartamento
8161;8441;Apartamento;Copacabana;5;1;5;500;15000.0;1200.0;0.0;30.0;Apartamento
8162;8442;Apartamento;Botafogo;2;1;1;84;4000.0;950.0;179.0;47.62;Apartamento
8163;8443;Apartamento;Humaitá;2;1;1;100;3900.0;650.0;215.0;39.0;Apartamento
8164;8444;Casa;Vila da Penha;2;0;0;42;900.0;0.0;0.0;21.43;Casa
8165;8445;Casa de Condomínio;Barra da Tijuca;4;5;4;325;8009.0;600.0;0.0;24.64;Casa
8166;8446;Apartamento;Recreio dos Bandeirantes;3;2;1;92;2100.0;700.0;10.0;22.83;Apartamento
8167;8447;Apartamento;Flamengo;2;0;0;65;2400.0;578.0;128.0;36.92;Apartamento
8168;8448;Apartamento;Lagoa;3;1;1;140;5000.0;1250.0;400.0;35.71;Apartamento
8169;8449;Apartamento;Ipanema;3;1;0;127;6000.0;2595.0;270.0;47.24;Apartamento
8170;8450;Apartamento;Flamengo;2;1;0;110;2400.0;1224.0;195.0;21.82;Apartamento
8171;8451;Apartamento;Jardim Botânico;2;1;1;90;3500.0;830.0;256.0;38.89;Apartamento
8172;8452;Apartamento;Recreio dos Bandeirantes;3;2;1;146;1800.0;1063.0;0.0;12.33;Apartamento
8173;8453;Apartamento;Copacabana;2;1;1;75;3200.0;850.0;140.0;42.67;Apartamento
8174;8454;Apartamento;Leblon;3;1;1;150;5000.0;1200.0;0.0;33.33;Apartamento
8175;8455;Apartamento;Ipanema;3;2;2;246;10000.0;3500.0;300.0;40.65;Apartamento
8176;8456;Apartamento;Barra da Tijuca;2;1;2;83;2390.0;1530.0;276.0;28.8;Apartamento
8177;8457;Apartamento;Leblon;3;1;1;200;5500.0;1680.0;100.0;27.5;Apartamento
8178;8458;Apartamento;Copacabana;6;1;3;420;5000.0;5000.0;950.0;11.9;Apartamento
8179;8459;Apartamento;Recreio dos Bandeirantes;3;2;2;185;4500.0;918.0;390.0;24.32;Apartamento
8180;8460;Apartamento;Copacabana;2;1;0;87;3200.0;765.0;185.0;36.78;Apartamento
8181;8461;Apartamento;Praça Seca;2;1;0;74;600.0;250.0;16.0;8.11;Apartamento
8182;8462;Casa de Condomínio;Barra da Tijuca;4;2;2;210;5000.0;970.0;0.0;23.81;Casa
8183;8463;Apartamento;Vila Isabel;1;0;0;30;1100.0;385.0;21.0;36.67;Apartamento
8184;8464;Apartamento;Centro;3;0;0;90;2100.0;550.0;50.0;23.33;Apartamento
8185;8465;Apartamento;Copacabana;4;1;4;240;9000.0;2320.0;600.0;37.5;Apartamento
8186;8466;Apartamento;Barra da Tijuca;3;2;1;140;2700.0;1600.0;4500.0;19.29;Apartamento
8187;8467;Apartamento;Méier;1;0;0;60;900.0;582.0;20.0;15.0;Apartamento
8188;8468;Apartamento;Engenho de Dentro;2;1;0;70;1200.0;500.0;0.0;17.14;Apartamento
8189;8469;Apartamento;Leblon;3;2;1;250;7900.0;3360.0;0.0;31.6;Apartamento
8190;8470;Apartamento;Lagoa;2;1;1;100;3400.0;1550.0;0.0;34.0;Apartamento
8191;8471;Apartamento;Copacabana;3;1;0;110;2850.0;1500.0;170.0;25.91;Apartamento
8192;8472;Apartamento;Recreio dos Bandeirantes;3;2;3;200;3000.0;1550.0;0.0;15.0;Apartamento
8193;8473;Apartamento;São Conrado;3;1;1;114;3200.0;1200.0;190.0;28.07;Apartamento
8194;8474;Apartamento;Vicente de Carvalho;2;0;0;56;750.0;90.0;0.0;13.39;Apartamento
8195;8475;Apartamento;Barra da Tijuca;2;2;1;107;2900.0;1247.0;2806.0;27.1;Apartamento
8196;8477;Apartamento;Barra da Tijuca;3;2;3;143;4300.0;1650.0;0.0;30.07;Apartamento
8197;8478;Apartamento;Recreio dos Bandeirantes;2;1;1;74;2350.0;600.0;100.0;31.76;Apartamento
8198;8479;Apartamento;Barra da Tijuca;2;1;2;68;2800.0;1190.0;227.0;41.18;Apartamento
8199;8480;Casa;Campo Grande;2;1;0;70;800.0;0.0;0.0;11.43;Casa
8200;8481;Apartamento;Cachambi;2;0;0;65;850.0;360.0;36.0;13.08;Apartamento
8201;8482;Apartamento;Jardim Botânico;1;0;0;50;1800.0;350.0;103.0;36.0;Apartamento
8202;8483;Apartamento;Jardim Botânico;2;0;1;56;4000.0;740.0;142.0;71.43;Apartamento
8203;8484;Apartamento;Jacarepaguá;3;2;1;200;5500.0;1900.0;230.0;27.5;Apartamento
8204;8485;Apartamento;Leme;3;1;1;113;4000.0;1100.0;0.0;35.4;Apartamento
8205;8486;Apartamento;Ipanema;2;1;1;78;5900.0;1175.0;0.0;75.64;Apartamento
8206;8487;Casa;Riachuelo;3;1;0;85;1350.0;0.0;18.0;15.88;Casa
8207;8489;Apartamento;Barra da Tijuca;3;2;1;160;4000.0;1980.0;387.0;25.0;Apartamento
8208;8490;Apartamento;Copacabana;2;0;1;130;2900.0;1400.0;190.0;22.31;Apartamento
8209;8491;Casa;Campo Grande;1;0;0;100;1500.0;0.0;0.0;15.0;Casa
8210;8492;Quitinete;Flamengo;1;0;0;31;1200.0;316.0;25.0;38.71;Apartamento
8211;8494;Apartamento;Copacabana;1;0;1;40;1400.0;435.0;24.0;35.0;Apartamento
8212;8495;Apartamento;Leblon;3;1;1;134;4700.0;1538.0;464.0;35.07;Apartamento
8213;8497;Apartamento;Copacabana;3;0;0;110;3000.0;750.0;170.0;27.27;Apartamento
8214;8498;Apartamento;Botafogo;3;1;1;107;4900.0;1300.0;277.0;45.79;Apartamento
8215;8499;Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1300.0;580.0;300.0;18.57;Apartamento
8216;8500;Apartamento;Leblon;3;1;1;188;8000.0;4500.0;620.0;42.55;Apartamento
8217;8501;Apartamento;Cachambi;2;1;0;60;1400.0;280.0;125.0;23.33;Apartamento
8218;8502;Apartamento;Tijuca;3;1;1;98;2400.0;660.0;113.0;24.49;Apartamento
8219;8504;Apartamento;Leblon;4;2;4;165;9500.0;2710.0;0.0;57.58;Apartamento
8220;8506;Apartamento;Copacabana;3;1;1;138;4000.0;1470.0;75.0;28.99;Apartamento
8221;8507;Apartamento;Barra da Tijuca;5;4;5;1150;24000.0;7060.0;53300.0;20.87;Apartamento
8222;8508;Apartamento;Barra da Tijuca;3;2;1;130;3700.0;1950.0;0.0;28.46;Apartamento
8223;8509;Apartamento;Ipanema;1;0;0;85;2000.0;605.0;180.0;23.53;Apartamento
8224;8510;Casa;Barra da Tijuca;6;5;5;765;7000.0;1699.0;0.0;9.15;Casa
8225;8512;Apartamento;Ipanema;4;1;2;290;15000.0;3000.0;750.0;51.72;Apartamento
8226;8513;Apartamento;Leme;2;0;0;75;2600.0;878.0;0.0;34.67;Apartamento
8227;8514;Apartamento;Jacarepaguá;2;1;1;134;2200.0;788.0;180.0;16.42;Apartamento
8228;8515;Apartamento;Copacabana;3;1;0;100;2500.0;1204.0;0.0;25.0;Apartamento
8229;8516;Apartamento;Copacabana;2;0;0;49;2500.0;566.0;92.0;51.02;Apartamento
8230;8517;Apartamento;Vila Isabel;2;0;0;64;1100.0;531.0;21.0;17.19;Apartamento
8231;8518;Apartamento;Barra da Tijuca;4;2;1;158;2500.0;1622.0;404.0;15.82;Apartamento
8232;8519;Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;1090.0;1300.0;21.25;Apartamento
8233;8520;Apartamento;Jacarepaguá;4;2;1;137;3800.0;1550.0;240.0;27.74;Apartamento
8234;8521;Apartamento;Largo do Machado;2;1;1;70;3300.0;1500.0;200.0;47.14;Apartamento
8235;8522;Apartamento;Copacabana;2;0;0;62;3500.0;850.0;170.0;56.45;Apartamento
8236;8523;Apartamento;Barra da Tijuca;3;2;1;200;12000.0;2186.0;1074.0;60.0;Apartamento
8237;8524;Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;114.0;20.0;Apartamento
8238;8525;Apartamento;Del Castilho;2;1;1;52;1150.0;481.0;0.0;22.12;Apartamento
8239;8526;Apartamento;Jacarepaguá;4;2;2;156;4000.0;1450.0;2347.0;25.64;Apartamento
8240;8527;Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0;31.13;Apartamento
8241;8528;Apartamento;Vila Isabel;1;0;0;30;1100.0;400.0;0.0;36.67;Apartamento
8242;8529;Quitinete;Copacabana;1;0;0;25;900.0;270.0;0.0;36.0;Apartamento
8243;8530;Apartamento;Vila Isabel;2;2;0;90;2100.0;300.0;94.0;23.33;Apartamento
8244;8531;Apartamento;Leblon;2;1;0;108;4500.0;1300.0;199.0;41.67;Apartamento
8245;8532;Apartamento;Recreio dos Bandeirantes;5;4;5;360;10000.0;1400.0;780.0;27.78;Apartamento
8246;8533;Apartamento;Barra da Tijuca;5;5;2;385;6450.0;1150.0;800.0;16.75;Apartamento
8247;8534;Apartamento;São Conrado;1;1;0;55;2970.0;960.0;190.0;54.0;Apartamento
8248;8535;Apartamento;Flamengo;3;1;1;120;3500.0;1000.0;191.0;29.17;Apartamento
8249;8536;Apartamento;Curicica;2;1;2;60;1400.0;550.0;0.0;23.33;Apartamento
8250;8537;Apartamento;Laranjeiras;2;1;0;75;2000.0;895.0;107.0;26.67;Apartamento
8251;8538;Apartamento;Ipanema;3;1;1;120;5900.0;1100.0;220.0;49.17;Apartamento
8252;8540;Quitinete;Centro;1;0;1;24;1500.0;500.0;18.0;62.5;Apartamento
8253;8541;Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;21.33;Apartamento
8254;8542;Casa de Condomínio;Barra da Tijuca;6;3;3;430;7500.0;150.0;1000.0;17.44;Casa
8255;8543;Apartamento;Ipanema;3;1;1;114;4500.0;1200.0;233.0;39.47;Apartamento
8256;8544;Apartamento;Barra da Tijuca;4;2;0;140;4000.0;1700.0;0.0;28.57;Apartamento
8257;8545;Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;224;4500.0;1622.0;418.0;20.09;Casa
8258;8546;Apartamento;Tijuca;2;1;0;74;1600.0;860.0;83.0;21.62;Apartamento
8259;8547;Casa;Barra da Tijuca;5;2;4;622;10000.0;1129.0;0.0;16.08;Casa
8260;8548;Apartamento;Recreio dos Bandeirantes;3;2;1;105;2500.0;950.0;232.0;23.81;Apartamento
8261;8549;Apartamento;Ipanema;2;1;1;150;11800.0;1400.0;0.0;78.67;Apartamento
8262;8550;Apartamento;Recreio dos Bandeirantes;2;2;1;90;2100.0;850.0;161.0;23.33;Apartamento
8263;8551;Apartamento;Ipanema;2;0;0;60;2500.0;848.0;0.0;41.67;Apartamento
8264;8552;Apartamento;Copacabana;2;0;0;52;1900.0;800.0;320.0;36.54;Apartamento
8265;8553;Apartamento;Recreio dos Bandeirantes;3;2;1;110;1950.0;565.0;212.0;17.73;Apartamento
8266;8554;Apartamento;Copacabana;1;0;0;33;1300.0;430.0;30.0;39.39;Apartamento
8267;8555;Apartamento;Barra da Tijuca;3;2;1;300;5000.0;2700.0;0.0;16.67;Apartamento
8268;8556;Casa de Condomínio;Barra da Tijuca;4;0;4;1000;25000.0;2500.0;25000.0;25.0;Casa
8269;8557;Apartamento;Leme;2;0;0;60;2650.0;740.0;79.0;44.17;Apartamento
8270;8558;Casa;Campo Grande;3;1;1;100;1500.0;0.0;0.0;15.0;Casa
8271;8559;Apartamento;Laranjeiras;3;2;1;135;3200.0;1554.0;273.0;23.7;Apartamento
8272;8560;Apartamento;Vila Isabel;1;0;0;60;800.0;303.0;25.0;13.33;Apartamento
8273;8561;Apartamento;Recreio dos Bandeirantes;2;2;1;160;4000.0;2800.0;500.0;25.0;Apartamento
8274;8562;Apartamento;Recreio dos Bandeirantes;2;2;1;105;2200.0;648.0;156.0;20.95;Apartamento
8275;8563;Apartamento;Copacabana;1;0;0;55;1500.0;650.0;100.0;27.27;Apartamento
8276;8564;Apartamento;Ipanema;3;1;1;120;5000.0;1230.0;271.0;41.67;Apartamento
8277;8565;Apartamento;Botafogo;2;1;1;103;2950.0;1026.0;215.0;28.64;Apartamento
8278;8566;Apartamento;Barra da Tijuca;3;3;2;250;14000.0;3800.0;1100.0;56.0;Apartamento
8279;8567;Apartamento;Barra da Tijuca;2;1;1;90;2450.0;1404.0;2819.0;27.22;Apartamento
8280;8569;Apartamento;Tijuca;2;1;1;84;1800.0;815.0;107.0;21.43;Apartamento
8281;8570;Apartamento;Ipanema;4;2;3;380;30000.0;2300.0;1800.0;78.95;Apartamento
8282;8571;Apartamento;Recreio dos Bandeirantes;2;2;1;81;1900.0;700.0;1600.0;23.46;Apartamento
8283;8572;Apartamento;Ipanema;2;0;0;65;3900.0;1215.0;133.0;60.0;Apartamento
8284;8573;Apartamento;Pechincha;2;1;0;63;800.0;456.0;36.0;12.7;Apartamento
8285;8574;Apartamento;Jacarepaguá;3;1;1;64;1800.0;750.0;50.0;28.12;Apartamento
8286;8575;Apartamento;Méier;3;1;1;83;1000.0;836.0;95.0;12.05;Apartamento
8287;8576;Apartamento;Copacabana;2;0;0;75;2800.0;1200.0;90.0;37.33;Apartamento
8288;8577;Casa;Lins de Vasconcelos;2;1;0;93;1500.0;0.0;17.0;16.13;Casa
8289;8578;Apartamento;Jacarepaguá;3;1;1;74;2200.0;770.0;500.0;29.73;Apartamento
8290;8579;Apartamento;Ipanema;3;0;0;90;3500.0;653.0;228.0;38.89;Apartamento
8291;8580;Apartamento;Tanque;2;1;0;56;900.0;589.0;14.0;16.07;Apartamento
8292;8581;Apartamento;Centro;1;0;0;50;1500.0;450.0;25.0;30.0;Apartamento
8293;8582;Apartamento;Madureira;2;0;0;42;650.0;373.0;0.0;15.48;Apartamento
8294;8583;Apartamento;Tijuca;2;1;0;62;2100.0;510.0;0.0;33.87;Apartamento
8295;8584;Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1800.0;460.0;0.0;23.38;Apartamento
8296;8585;Apartamento;Barra da Tijuca;1;1;0;70;1900.0;1100.0;1450.0;27.14;Apartamento
8297;8586;Apartamento;Jacarepaguá;2;1;1;68;2350.0;543.0;15.0;34.56;Apartamento
8298;8587;Apartamento;Jardim Botânico;3;2;1;112;8000.0;1776.0;334.0;71.43;Apartamento
8299;8588;Apartamento;Recreio dos Bandeirantes;1;1;1;55;1500.0;1200.0;220.0;27.27;Apartamento
8300;8589;Apartamento;Laranjeiras;2;0;0;84;2300.0;1004.0;0.0;27.38;Apartamento
8301;8590;Apartamento;Campo Grande;2;1;1;70;1300.0;350.0;0.0;18.57;Apartamento
8302;8591;Apartamento;Santa Teresa;1;0;0;27;900.0;340.0;0.0;33.33;Apartamento
8303;8592;Apartamento;Flamengo;3;1;3;204;23000.0;2000.0;0.0;112.75;Apartamento
8304;8593;Apartamento;Barra da Tijuca;2;1;1;70;2800.0;970.0;70.0;40.0;Apartamento
8305;8594;Apartamento;Copacabana;3;1;0;74;3200.0;885.0;152.0;43.24;Apartamento
8306;8595;Apartamento;Recreio dos Bandeirantes;3;0;2;90;2000.0;715.0;154.0;22.22;Apartamento
8307;8596;Quitinete;Copacabana;1;0;0;30;1600.0;411.0;23.0;53.33;Apartamento
8308;8597;Apartamento;Leblon;3;2;1;130;12000.0;850.0;0.0;92.31;Apartamento
8309;8599;Apartamento;Ipanema;4;3;2;300;12000.0;4000.0;1011.0;40.0;Apartamento
8310;8600;Apartamento;Recreio dos Bandeirantes;3;2;3;138;3500.0;583.0;0.0;25.36;Apartamento
8311;8602;Quitinete;Centro;1;0;0;30;700.0;450.0;25.0;23.33;Apartamento
8312;8603;Apartamento;Tijuca;3;1;1;98;2400.0;823.0;173.0;24.49;Apartamento
8313;8604;Apartamento;Barra da Tijuca;2;1;1;77;1850.0;1061.0;0.0;24.03;Apartamento
8314;8605;Apartamento;Leblon;1;1;0;50;3200.0;1012.0;180.0;64.0;Apartamento
8315;8606;Apartamento;Ipanema;1;1;0;85;12500.0;4000.0;500.0;147.06;Apartamento
8316;8607;Apartamento;Ipanema;1;0;0;43;3200.0;520.0;125.0;74.42;Apartamento
8317;8608;Apartamento;Copacabana;3;1;1;95;4000.0;1326.0;240.0;42.11;Apartamento
8318;8609;Apartamento;Copacabana;2;0;0;80;2000.0;900.0;1484.0;25.0;Apartamento
8319;8610;Apartamento;Jardim Botânico;3;0;0;103;3200.0;500.0;266.0;31.07;Apartamento
8320;8611;Apartamento;Tanque;2;1;1;60;1100.0;660.0;41.0;18.33;Apartamento
8321;8612;Apartamento;Ipanema;3;2;1;110;5500.0;2100.0;340.0;50.0;Apartamento
8322;8613;Apartamento;Copacabana;1;0;0;35;1800.0;400.0;25.0;51.43;Apartamento
8323;8614;Apartamento;Praça da Bandeira;3;0;0;68;1500.0;515.0;48.0;22.06;Apartamento
8324;8615;Apartamento;Ipanema;3;2;0;140;5000.0;2500.0;600.0;35.71;Apartamento
8325;8616;Apartamento;Curicica;2;1;0;49;1000.0;150.0;0.0;20.41;Apartamento
8326;8617;Apartamento;Maracanã;2;1;1;82;1900.0;850.0;0.0;23.17;Apartamento
8327;8618;Apartamento;Barra da Tijuca;4;3;4;280;25000.0;5977.0;1848.0;89.29;Apartamento
8328;8619;Apartamento;Copacabana;1;0;0;28;2000.0;300.0;26.0;71.43;Apartamento
8329;8620;Apartamento;Ipanema;3;1;1;157;12000.0;3300.0;1159.0;76.43;Apartamento
8330;8621;Apartamento;Barra da Tijuca;4;4;4;598;30000.0;7200.0;1500.0;50.17;Apartamento
8331;8622;Apartamento;Leblon;3;1;1;190;9000.0;3000.0;700.0;47.37;Apartamento
8332;8623;Apartamento;Méier;2;1;0;79;1400.0;560.0;36.0;17.72;Apartamento
8333;8624;Apartamento;Lagoa;3;2;2;110;6000.0;1625.0;290.0;54.55;Apartamento
8334;8625;Apartamento;Copacabana;2;0;0;101;2890.0;1230.0;150.0;28.61;Apartamento
8335;8626;Apartamento;Vila da Penha;3;0;1;81;1200.0;260.0;0.0;14.81;Apartamento
8336;8627;Apartamento;Copacabana;3;1;0;160;5000.0;1200.0;350.0;31.25;Apartamento
8337;8628;Apartamento;Barra da Tijuca;2;3;1;210;5500.0;3000.0;6000.0;26.19;Apartamento
8338;8629;Apartamento;Barra da Tijuca;3;3;3;169;6000.0;2200.0;871.0;35.5;Apartamento
8339;8630;Apartamento;Barra da Tijuca;2;1;1;99;2400.0;1543.0;338.0;24.24;Apartamento
8340;8631;Apartamento;Vila Isabel;2;0;0;70;1600.0;608.0;0.0;22.86;Apartamento
8341;8632;Apartamento;Ipanema;3;2;1;170;7500.0;1700.0;550.0;44.12;Apartamento
8342;8633;Apartamento;Tijuca;2;1;1;82;1500.0;750.0;66.0;18.29;Apartamento
8343;8634;Apartamento;Leblon;1;0;1;45;3000.0;890.0;95.0;66.67;Apartamento
8344;8635;Apartamento;Leblon;4;2;4;200;9500.0;2710.0;1153.0;47.5;Apartamento
8345;8636;Quitinete;Copacabana;1;0;0;33;1300.0;350.0;25.0;39.39;Apartamento
8346;8637;Apartamento;Maracanã;2;0;0;40;800.0;176.0;81.0;20.0;Apartamento
8347;8638;Apartamento;Barra da Tijuca;4;2;1;130;3500.0;1400.0;280.0;26.92;Apartamento
8348;8639;Apartamento;Copacabana;3;1;0;120;5000.0;1300.0;300.0;41.67;Apartamento
8349;8640;Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;820.0;175.0;20.78;Apartamento
8350;8641;Apartamento;Tijuca;2;1;0;75;1700.0;880.0;120.0;22.67;Apartamento
8351;8642;Apartamento;Copacabana;3;1;1;260;10000.0;1900.0;4000.0;38.46;Apartamento
8352;8643;Apartamento;Copacabana;2;1;0;70;3100.0;1900.0;229.0;44.29;Apartamento
8353;8644;Apartamento;Barra da Tijuca;3;2;1;130;6500.0;2600.0;699.0;50.0;Apartamento
8354;8645;Apartamento;Copacabana;4;0;1;260;4799.0;1200.0;450.0;18.46;Apartamento
8355;8646;Apartamento;Tijuca;3;1;0;193;1700.0;850.0;116.0;8.81;Apartamento
8356;8647;Apartamento;Leme;1;1;0;50;2550.0;600.0;27.0;51.0;Apartamento
8357;8648;Apartamento;Copacabana;3;1;0;300;5000.0;1973.0;500.0;16.67;Apartamento
8358;8649;Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1339.0;187.0;31.25;Apartamento
8359;8650;Apartamento;Ipanema;4;2;1;160;18000.0;1700.0;500.0;112.5;Apartamento
8360;8651;Apartamento;Barra da Tijuca;4;3;4;250;8000.0;2850.0;750.0;32.0;Apartamento
8361;8652;Apartamento;Glória;1;0;0;30;1000.0;500.0;20.0;33.33;Apartamento
8362;8653;Apartamento;Barra da Tijuca;3;2;2;108;4000.0;1500.0;250.0;37.04;Apartamento
8363;8654;Apartamento;Ipanema;3;1;1;120;7000.0;1026.0;0.0;58.33;Apartamento
8364;8655;Apartamento;Lagoa;1;1;0;57;4500.0;1885.0;250.0;78.95;Apartamento
8365;8656;Apartamento;Copacabana;1;0;0;55;3000.0;900.0;100.0;54.55;Apartamento
8366;8657;Apartamento;Barra da Tijuca;4;3;2;240;13000.0;3580.0;648.0;54.17;Apartamento
8367;8658;Casa de Condomínio;Barra da Tijuca;5;5;5;580;15000.0;820.0;10674.0;25.86;Casa
8368;8659;Apartamento;Freguesia (Jacarepaguá);2;1;0;55;800.0;570.0;162.0;14.55;Apartamento
8369;8660;Apartamento;Leblon;2;1;1;80;5500.0;1648.0;251.0;68.75;Apartamento
8370;8661;Casa de Condomínio;Barra da Tijuca;4;4;2;400;7500.0;1145.0;750.0;18.75;Casa
8371;8662;Apartamento;Copacabana;2;0;0;69;2400.0;847.0;116.0;34.78;Apartamento
8372;8663;Apartamento;Barra da Tijuca;4;2;1;140;3700.0;1900.0;330.0;26.43;Apartamento
8373;8664;Apartamento;Humaitá;3;1;0;88;3200.0;790.0;191.0;36.36;Apartamento
8374;8665;Apartamento;Barra da Tijuca;2;1;1;63;2200.0;1800.0;0.0;34.92;Apartamento
8375;8667;Apartamento;Vila Isabel;2;1;0;80;1600.0;630.0;65.0;20.0;Apartamento
8376;8668;Casa de Condomínio;Vargem Grande;3;1;1;100;2000.0;200.0;1.0;20.0;Casa
8377;8669;Quitinete;Centro;1;0;0;32;1100.0;400.0;22.0;34.38;Apartamento
8378;8670;Apartamento;Barra da Tijuca;3;2;1;106;2500.0;1772.0;249.0;23.58;Apartamento
8379;8671;Apartamento;Leblon;4;2;2;230;17900.0;5000.0;600.0;77.83;Apartamento
8380;8672;Apartamento;Humaitá;2;0;0;70;2400.0;700.0;172.0;34.29;Apartamento
8381;8673;Quitinete;Copacabana;1;1;0;35;2200.0;560.0;64.0;62.86;Apartamento
8382;8674;Apartamento;Barra da Tijuca;3;2;2;230;4200.0;1900.0;350.0;18.26;Apartamento
8383;8675;Apartamento;Copacabana;1;0;0;50;1500.0;685.0;110.0;30.0;Apartamento
8384;8676;Apartamento;Ipanema;4;2;2;400;12000.0;8000.0;5000.0;30.0;Apartamento
8385;8677;Apartamento;Ipanema;4;2;1;292;14000.0;2500.0;500.0;47.95;Apartamento
8386;8678;Apartamento;Leblon;1;0;1;57;3750.0;730.0;208.0;65.79;Apartamento
8387;8679;Apartamento;Barra da Tijuca;1;1;1;109;3000.0;1500.0;2289.0;27.52;Apartamento
8388;8680;Quitinete;Centro;1;0;0;20;850.0;390.0;24.0;42.5;Apartamento
8389;8681;Apartamento;Copacabana;2;0;0;70;2200.0;730.0;148.0;31.43;Apartamento
8390;8682;Apartamento;Flamengo;1;0;0;48;1450.0;580.0;67.0;30.21;Apartamento
8391;8683;Apartamento;Pechincha;2;1;0;75;800.0;485.0;0.0;10.67;Apartamento
8392;8684;Apartamento;Flamengo;3;1;0;265;6200.0;1300.0;625.0;23.4;Apartamento
8393;8685;Apartamento;Freguesia (Jacarepaguá);3;2;1;105;2500.0;895.0;160.0;23.81;Apartamento
8394;8686;Apartamento;Catumbi;2;1;0;53;650.0;502.0;0.0;12.26;Apartamento
8395;8687;Apartamento;Tijuca;3;1;1;150;3000.0;1578.0;180.0;20.0;Apartamento
8396;8688;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;792.0;95.0;21.43;Apartamento
8397;8689;Apartamento;Tijuca;2;0;0;95;1300.0;680.0;129.0;13.68;Apartamento
8398;8690;Apartamento;Botafogo;2;1;1;78;4315.0;1105.0;187.0;55.32;Apartamento
8399;8691;Apartamento;Barra da Tijuca;2;2;2;111;6000.0;3500.0;704.0;54.05;Apartamento
8400;8692;Apartamento;Rio Comprido;2;1;1;52;1500.0;520.0;0.0;28.85;Apartamento
8401;8693;Apartamento;Recreio dos Bandeirantes;2;1;1;86;2100.0;1050.0;135.0;24.42;Apartamento
8402;8694;Apartamento;Glória;1;0;0;30;1400.0;450.0;30.0;46.67;Apartamento
8403;8695;Apartamento;Barra da Tijuca;3;1;1;120;2900.0;2150.0;388.0;24.17;Apartamento
8404;8696;Apartamento;Tijuca;2;1;2;121;2300.0;1000.0;0.0;19.01;Apartamento
8405;8697;Apartamento;Barra da Tijuca;2;1;1;72;1800.0;892.0;187.0;25.0;Apartamento
8406;8698;Apartamento;São Francisco Xavier;2;0;0;58;1000.0;190.0;0.0;17.24;Apartamento
8407;8700;Apartamento;Botafogo;3;1;0;200;3800.0;1350.0;332.0;19.0;Apartamento
8408;8701;Apartamento;Flamengo;3;0;1;183;5500.0;1450.0;275.0;30.05;Apartamento
8409;8702;Casa de Condomínio;Barra da Tijuca;4;10;0;771;25000.0;1550.0;147.0;32.43;Casa
8410;8703;Apartamento;Leblon;2;0;0;80;3200.0;1200.0;247.0;40.0;Apartamento
8411;8704;Apartamento;Ipanema;5;5;4;375;18000.0;8000.0;2500.0;48.0;Apartamento
8412;8705;Apartamento;Barra da Tijuca;1;1;0;68;2000.0;800.0;230.0;29.41;Apartamento
8413;8706;Apartamento;Cosmos;2;1;0;42;800.0;260.0;0.0;19.05;Apartamento
8414;8707;Apartamento;Copacabana;3;0;0;110;4800.0;900.0;0.0;43.64;Apartamento
8415;8708;Apartamento;Ipanema;1;1;0;46;4000.0;651.0;78.0;86.96;Apartamento
8416;8709;Apartamento;Vila Isabel;2;1;0;72;1500.0;450.0;90.0;20.83;Apartamento
8417;8710;Apartamento;Campo Grande;2;1;0;55;600.0;196.0;0.0;10.91;Apartamento
8418;8711;Apartamento;Recreio dos Bandeirantes;3;2;1;161;2190.0;610.0;366.0;13.6;Apartamento
8419;8712;Apartamento;Engenho Novo;2;1;1;68;700.0;765.0;14.0;10.29;Apartamento
8420;8713;Apartamento;Santa Teresa;2;0;0;70;1500.0;510.0;0.0;21.43;Apartamento
8421;8714;Apartamento;Freguesia (Jacarepaguá);2;1;1;86;1150.0;790.0;598.0;13.37;Apartamento
8422;8715;Apartamento;Jardim Botânico;3;2;1;172;3700.0;1500.0;0.0;21.51;Apartamento
8423;8716;Apartamento;Leblon;2;1;0;80;5600.0;1600.0;300.0;70.0;Apartamento
