;Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
6372;6589;Apartamento;Barra da Tijuca;2;2;2;113;5900.0;1415.0;300.0;52.21;Apartamento
6373;6590;Apartamento;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;22.73;Apartamento
6374;6591;Apartamento;Méier;2;1;0;60;1400.0;550.0;0.0;23.33;Apartamento
6375;6592;Apartamento;Leblon;4;3;4;350;27000.0;4808.0;0.0;77.14;Apartamento
6376;6593;Apartamento;Flamengo;3;1;0;118;3500.0;1118.0;205.0;29.66;Apartamento
6377;6594;Apartamento;Copacabana;2;0;1;90;4500.0;1300.0;200.0;50.0;Apartamento
6378;6595;Apartamento;Cachambi;2;0;0;75;1350.0;350.0;35.0;18.0;Apartamento
6379;6596;Apartamento;Tijuca;3;1;1;120;2200.0;900.0;1520.0;18.33;Apartamento
6380;6597;Apartamento;Barra da Tijuca;4;3;1;260;6500.0;1000.0;2000.0;25.0;Apartamento
6381;6598;Apartamento;Copacabana;3;1;0;92;3800.0;800.0;0.0;41.3;Apartamento
6382;6599;Apartamento;Vila Isabel;3;1;1;98;1300.0;529.0;101.0;13.27;Apartamento
6383;6600;Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;262.0;32.31;Apartamento
6384;6601;Apartamento;Barra da Tijuca;4;3;4;600;11000.0;6900.0;1200.0;18.33;Apartamento
6385;6602;Apartamento;Barra da Tijuca;2;3;1;202;5500.0;2175.0;3844.0;27.23;Apartamento
6386;6603;Apartamento;Cachambi;3;0;0;70;1200.0;370.0;13.0;17.14;Apartamento
6387;6604;Apartamento;Flamengo;3;1;1;100;3500.0;1100.0;238.0;35.0;Apartamento
6388;6605;Apartamento;Barra da Tijuca;2;1;2;75;3500.0;2100.0;0.0;46.67;Apartamento
6389;6606;Apartamento;Vila Isabel;2;1;0;69;1600.0;770.0;660.0;23.19;Apartamento
6390;6607;Apartamento;Leblon;4;3;1;168;11000.0;3097.0;610.0;65.48;Apartamento
6391;6608;Apartamento;Lapa;1;0;0;30;1100.0;420.0;0.0;36.67;Apartamento
6392;6609;Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;35.0;Apartamento
6393;6610;Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1300.0;0.0;30.49;Apartamento
6394;6611;Apartamento;Pechincha;2;1;1;64;1150.0;545.0;91.0;17.97;Apartamento
6395;6613;Apartamento;Leblon;4;2;4;200;8500.0;2700.0;944.0;42.5;Apartamento
6396;6614;Apartamento;Barra da Tijuca;4;3;0;257;12000.0;3000.0;700.0;46.69;Apartamento
6397;6615;Apartamento;São Conrado;3;4;3;250;13000.0;3300.0;2200.0;52.0;Apartamento
6398;6616;Apartamento;Barra da Tijuca;2;1;1;83;3000.0;873.0;196.0;36.14;Apartamento
6399;6617;Apartamento;Jardim Botânico;3;2;0;180;4500.0;2200.0;350.0;25.0;Apartamento
6400;6618;Apartamento;Leblon;2;0;0;49;2800.0;700.0;120.0;57.14;Apartamento
6401;6619;Apartamento;Tijuca;2;0;0;60;1800.0;470.0;102.0;30.0;Apartamento
6402;6620;Casa de Vila;Padre Miguel;1;0;0;40;670.0;0.0;2.0;16.75;Casa
6403;6621;Apartamento;São Conrado;2;2;1;114;4000.0;2200.0;180.0;35.09;Apartamento
6404;6622;Apartamento;Copacabana;3;1;0;135;6000.0;1697.0;346.0;44.44;Apartamento
6405;6623;Apartamento;Copacabana;3;1;0;150;7000.0;1400.0;0.0;46.67;Apartamento
6406;6624;Apartamento;Engenho Novo;2;0;0;89;1050.0;250.0;24.0;11.8;Apartamento
6407;6625;Apartamento;Copacabana;4;0;1;140;4200.0;1100.0;190.0;30.0;Apartamento
6408;6626;Apartamento;Vila Isabel;2;0;1;80;1100.0;850.0;0.0;13.75;Apartamento
6409;6627;Casa;Lins de Vasconcelos;2;1;0;80;850.0;520.0;12.0;10.62;Casa
6410;6628;Apartamento;Flamengo;1;0;0;70;2000.0;400.0;84.0;28.57;Apartamento
6411;6629;Apartamento;Engenho de Dentro;2;0;0;56;1100.0;105.0;0.0;19.64;Apartamento
6412;6630;Apartamento;Copacabana;2;0;0;90;4000.0;800.0;0.0;44.44;Apartamento
6413;6631;Apartamento;Cordovil;2;1;1;85;1300.0;440.0;0.0;15.29;Apartamento
6414;6632;Casa;Pedra de Guaratiba;2;1;0;60;800.0;0.0;0.0;13.33;Casa
6415;6633;Apartamento;Ipanema;2;1;1;106;4000.0;970.0;273.0;37.74;Apartamento
6416;6634;Apartamento;Ipanema;2;1;1;76;4500.0;759.0;283.0;59.21;Apartamento
6417;6635;Apartamento;Copacabana;2;0;0;80;2700.0;690.0;177.0;33.75;Apartamento
6418;6636;Apartamento;Leblon;3;1;0;85;3900.0;1100.0;130.0;45.88;Apartamento
6419;6637;Apartamento;Lagoa;3;1;1;137;4800.0;1350.0;0.0;35.04;Apartamento
6420;6638;Apartamento;Copacabana;3;0;1;140;3900.0;950.0;0.0;27.86;Apartamento
6421;6639;Apartamento;Copacabana;3;1;1;100;3500.0;817.0;247.0;35.0;Apartamento
6422;6640;Apartamento;Botafogo;3;1;0;94;3000.0;1440.0;137.0;31.91;Apartamento
6423;6641;Apartamento;Recreio dos Bandeirantes;2;2;1;180;1800.0;1232.0;328.0;10.0;Apartamento
6424;6642;Apartamento;Centro;1;0;0;30;1000.0;394.0;20.0;33.33;Apartamento
6425;6643;Apartamento;Tijuca;2;0;0;65;1600.0;600.0;0.0;24.62;Apartamento
6426;6644;Apartamento;Vila Isabel;3;1;0;71;1800.0;630.0;70.0;25.35;Apartamento
6427;6645;Apartamento;Leblon;2;0;2;80;3900.0;997.0;148.0;48.75;Apartamento
6428;6646;Apartamento;Ipanema;4;4;3;400;30000.0;5440.0;2500.0;75.0;Apartamento
6429;6647;Casa de Vila;Pilares;1;0;0;24;500.0;8.0;13.0;20.83;Casa
6430;6648;Apartamento;Barra da Tijuca;3;1;1;72;2100.0;660.0;110.0;29.17;Apartamento
6431;6649;Quitinete;Pedra de Guaratiba;1;0;0;70;400.0;0.0;0.0;5.71;Apartamento
6432;6650;Apartamento;Lagoa;2;1;1;85;2800.0;860.0;203.0;32.94;Apartamento
6433;6651;Apartamento;Barra da Tijuca;2;1;1;80;5000.0;850.0;0.0;62.5;Apartamento
6434;6652;Casa;Maria da Graça;1;0;0;40;900.0;0.0;0.0;22.5;Casa
6435;6653;Apartamento;Ipanema;4;2;2;170;12500.0;1950.0;628.0;73.53;Apartamento
6436;6654;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;650.0;0.0;26.15;Apartamento
6437;6655;Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;0.0;29.17;Apartamento
6438;6656;Apartamento;Centro;2;0;0;80;1200.0;511.0;0.0;15.0;Apartamento
6439;6657;Apartamento;Méier;3;1;1;71;1000.0;836.0;39.0;14.08;Apartamento
6440;6658;Apartamento;Laranjeiras;4;0;0;101;2300.0;767.0;0.0;22.77;Apartamento
6441;6659;Apartamento;Piedade;3;0;0;85;850.0;200.0;13.0;10.0;Apartamento
6442;6660;Apartamento;Ipanema;3;2;1;150;7500.0;2200.0;3870.0;50.0;Apartamento
6443;6661;Quitinete;Copacabana;1;0;0;42;2000.0;370.0;26.0;47.62;Apartamento
6444;6663;Apartamento;Recreio dos Bandeirantes;3;2;1;160;2550.0;1050.0;0.0;15.94;Apartamento
6445;6664;Apartamento;Campo Grande;2;1;1;60;1400.0;580.0;0.0;23.33;Apartamento
6446;6665;Apartamento;Tijuca;3;0;1;90;2300.0;650.0;100.0;25.56;Apartamento
6447;6666;Apartamento;Barra da Tijuca;4;4;3;500;28000.0;8000.0;0.0;56.0;Apartamento
6448;6667;Apartamento;Barra da Tijuca;4;2;1;150;4800.0;1700.0;396.0;32.0;Apartamento
6449;6668;Apartamento;Praça Seca;3;1;2;123;1400.0;700.0;0.0;11.38;Apartamento
6450;6669;Apartamento;Andaraí;2;1;0;72;1500.0;470.0;0.0;20.83;Apartamento
6451;6670;Apartamento;Recreio dos Bandeirantes;3;4;1;217;3000.0;990.0;516.0;13.82;Apartamento
6452;6671;Apartamento;Rocha;2;1;0;79;1100.0;543.0;0.0;13.92;Apartamento
6453;6672;Apartamento;Barra da Tijuca;1;1;1;67;3000.0;678.0;0.0;44.78;Apartamento
6454;6673;Apartamento;Leblon;4;3;4;323;18000.0;4800.0;1800.0;55.73;Apartamento
6455;6674;Apartamento;Barra da Tijuca;3;3;1;185;10000.0;1750.0;750.0;54.05;Apartamento
6456;6675;Casa;São Conrado;4;4;2;490;20000.0;670.0;0.0;40.82;Casa
6457;6676;Apartamento;Recreio dos Bandeirantes;3;2;1;90;2000.0;715.0;134.0;22.22;Apartamento
6458;6677;Apartamento;Copacabana;2;0;0;50;1650.0;470.0;97.0;33.0;Apartamento
6459;6679;Apartamento;Leblon;5;2;5;230;10000.0;2710.0;13280.0;43.48;Apartamento
6460;6680;Apartamento;Praia da Bandeira;3;1;0;55;1200.0;300.0;202.0;21.82;Apartamento
6461;6681;Apartamento;Recreio dos Bandeirantes;3;2;3;91;2500.0;780.0;180.0;27.47;Apartamento
6462;6682;Apartamento;Leblon;2;1;1;90;4400.0;1050.0;239.0;48.89;Apartamento
6463;6683;Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;250;6000.0;955.0;542.0;24.0;Casa
6464;6684;Apartamento;Barra da Tijuca;4;3;4;330;20000.0;3600.0;0.0;60.61;Apartamento
6465;6685;Apartamento;Ipanema;2;1;2;130;12000.0;1318.0;691.0;92.31;Apartamento
6466;6686;Apartamento;Barra da Tijuca;2;1;1;99;2000.0;780.0;185.0;20.2;Apartamento
6467;6687;Apartamento;Recreio dos Bandeirantes;3;2;1;102;2000.0;640.0;247.0;19.61;Apartamento
6468;6688;Apartamento;Leblon;3;1;0;100;5900.0;1200.0;480.0;59.0;Apartamento
6469;6689;Apartamento;Ipanema;2;0;0;65;2700.0;400.0;145.0;41.54;Apartamento
6470;6690;Apartamento;Copacabana;4;0;1;250;8000.0;996.0;0.0;32.0;Apartamento
6471;6691;Casa de Condomínio;Barra da Tijuca;4;5;1;680;7500.0;150.0;950.0;11.03;Casa
6472;6692;Apartamento;Barra da Tijuca;1;1;0;76;2000.0;1300.0;190.0;26.32;Apartamento
6473;6693;Apartamento;Vidigal;2;2;1;70;1600.0;450.0;0.0;22.86;Apartamento
6474;6694;Apartamento;Tijuca;3;1;1;74;2500.0;882.0;119.0;33.78;Apartamento
6475;6695;Apartamento;Ipanema;3;1;0;93;6200.0;720.0;800.0;66.67;Apartamento
6476;6696;Casa de Condomínio;Barra da Tijuca;5;6;5;755;14000.0;2200.0;2000.0;18.54;Casa
6477;6697;Apartamento;Recreio dos Bandeirantes;4;3;1;250;7000.0;3000.0;0.0;28.0;Apartamento
6478;6698;Apartamento;Copacabana;2;0;1;85;3500.0;650.0;85.0;41.18;Apartamento
6479;6699;Apartamento;Flamengo;1;0;0;34;1500.0;408.0;54.0;44.12;Apartamento
6480;6700;Quitinete;Centro;1;0;0;21;800.0;306.0;0.0;38.1;Apartamento
6481;6701;Apartamento;Copacabana;3;0;0;140;6000.0;1480.0;170.0;42.86;Apartamento
6482;6702;Apartamento;Barra da Tijuca;2;1;1;95;2200.0;1100.0;268.0;23.16;Apartamento
6483;6703;Casa;Anil;5;6;3;810;7000.0;525.0;0.0;8.64;Casa
6484;6704;Apartamento;Jardim Botânico;3;2;1;145;6200.0;1776.0;3187.0;42.76;Apartamento
6485;6705;Apartamento;Cachambi;2;1;0;55;850.0;380.0;13.0;15.45;Apartamento
6486;6707;Apartamento;Copacabana;1;0;0;50;1800.0;564.0;73.0;36.0;Apartamento
6487;6708;Casa;Campo Grande;2;1;1;70;1350.0;0.0;0.0;19.29;Casa
6488;6709;Apartamento;Flamengo;1;11;0;60;2100.0;840.0;950.0;35.0;Apartamento
6489;6710;Apartamento;Barra da Tijuca;2;1;1;70;1700.0;630.0;110.0;24.29;Apartamento
6490;6711;Apartamento;Ipanema;2;1;0;80;3600.0;644.0;128.0;45.0;Apartamento
6491;6712;Apartamento;Tijuca;2;1;0;54;1700.0;793.0;50.0;31.48;Apartamento
6492;6713;Apartamento;Barra da Tijuca;4;3;3;183;10500.0;3367.0;8400.0;57.38;Apartamento
6493;6714;Casa de Condomínio;Barra da Tijuca;6;4;4;720;12000.0;800.0;0.0;16.67;Casa
6494;6715;Apartamento;Leme;1;0;0;60;2600.0;600.0;55.0;43.33;Apartamento
6495;6716;Apartamento;Leme;1;0;0;45;1500.0;430.0;0.0;33.33;Apartamento
6496;6717;Apartamento;Barra da Tijuca;1;1;1;52;6000.0;2430.0;166.0;115.38;Apartamento
6497;6718;Quitinete;Copacabana;0;0;0;36;1500.0;570.0;100.0;41.67;Apartamento
6498;6719;Apartamento;Taquara;2;1;0;57;900.0;386.0;0.0;15.79;Apartamento
6499;6720;Apartamento;Leblon;4;2;2;230;7500.0;1650.0;430.0;32.61;Apartamento
6500;6721;Apartamento;Ipanema;2;2;1;130;10000.0;2070.0;566.0;76.92;Apartamento
6501;6722;Apartamento;Jacarepaguá;2;1;1;45;900.0;510.0;14.0;20.0;Apartamento
6502;6723;Apartamento;Barra da Tijuca;4;1;1;110;3500.0;1450.0;120.0;31.82;Apartamento
6503;6724;Apartamento;Copacabana;3;0;0;103;2500.0;1344.0;164.0;24.27;Apartamento
6504;6725;Casa;Campo Grande;3;1;1;100;1500.0;0.0;0.0;15.0;Casa
6505;6726;Apartamento;Recreio dos Bandeirantes;3;1;2;84;2200.0;860.0;141.0;26.19;Apartamento
6506;6727;Apartamento;Campo Grande;2;0;1;92;1000.0;1200.0;34.0;10.87;Apartamento
6507;6728;Apartamento;Barra da Tijuca;2;1;1;70;2600.0;800.0;0.0;37.14;Apartamento
6508;6729;Apartamento;Praça Seca;3;0;0;85;1300.0;370.0;135.0;15.29;Apartamento
6509;6730;Apartamento;Leblon;1;0;0;39;1800.0;215.0;0.0;46.15;Apartamento
6510;6731;Apartamento;Copacabana;2;1;0;70;2500.0;650.0;0.0;35.71;Apartamento
6511;6732;Apartamento;Ipanema;2;1;0;130;10000.0;1800.0;462.0;76.92;Apartamento
6512;6733;Apartamento;Jardim Botânico;3;1;0;90;2500.0;1150.0;1400.0;27.78;Apartamento
6513;6734;Quitinete;Santa Teresa;1;0;0;30;500.0;0.0;31.0;16.67;Apartamento
6514;6735;Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1600.0;705.0;0.0;21.05;Apartamento
6515;6737;Apartamento;Ipanema;3;2;3;450;30000.0;4640.0;1650.0;66.67;Apartamento
6516;6738;Apartamento;Barra da Tijuca;3;2;1;126;2800.0;1500.0;233.0;22.22;Apartamento
6517;6739;Apartamento;Barra da Tijuca;4;3;4;255;16000.0;2600.0;0.0;62.75;Apartamento
6518;6740;Apartamento;Copacabana;2;0;0;111;2600.0;1165.0;0.0;23.42;Apartamento
6519;6741;Apartamento;Barra da Tijuca;2;1;1;70;1500.0;964.0;2017.0;21.43;Apartamento
6520;6742;Apartamento;Leblon;2;1;0;62;2900.0;800.0;123.0;46.77;Apartamento
6521;6743;Apartamento;Flamengo;3;2;1;104;4300.0;1739.0;248.0;41.35;Apartamento
6522;6744;Apartamento;Engenho Novo;2;0;0;60;700.0;450.0;14.0;11.67;Apartamento
6523;6746;Apartamento;Copacabana;1;0;1;40;1900.0;730.0;70.0;47.5;Apartamento
6524;6747;Apartamento;Taquara;2;1;0;41;800.0;230.0;162.0;19.51;Apartamento
6525;6748;Apartamento;Tijuca;2;0;0;65;950.0;365.0;25.0;14.62;Apartamento
6526;6749;Apartamento;Campinho;3;1;0;64;1000.0;280.0;180.0;15.62;Apartamento
6527;6750;Apartamento;Praça da Bandeira;2;0;0;84;1000.0;610.0;90.0;11.9;Apartamento
6528;6752;Casa;Jardim Carioca;2;1;0;107;1700.0;0.0;0.0;15.89;Casa
6529;6753;Apartamento;Andaraí;3;0;0;86;1800.0;360.0;105.0;20.93;Apartamento
6530;6754;Apartamento;Copacabana;2;0;0;70;2200.0;600.0;69.0;31.43;Apartamento
6531;6755;Casa de Condomínio;Botafogo;5;0;0;600;18000.0;0.0;2300.0;30.0;Casa
6532;6756;Apartamento;Ipanema;1;0;1;56;3200.0;495.0;0.0;57.14;Apartamento
6533;6758;Apartamento;Botafogo;3;1;1;94;4250.0;1400.0;190.0;45.21;Apartamento
6534;6759;Apartamento;Recreio dos Bandeirantes;3;2;1;186;3000.0;900.0;0.0;16.13;Apartamento
6535;6760;Apartamento;Barra da Tijuca;3;3;1;175;8000.0;1400.0;3800.0;45.71;Apartamento
6536;6761;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;0.0;20.0;Apartamento
6537;6762;Apartamento;Barra da Tijuca;3;1;1;80;2800.0;1300.0;140.0;35.0;Apartamento
6538;6763;Apartamento;Vila Isabel;2;1;0;76;1300.0;540.0;20.0;17.11;Apartamento
6539;6764;Apartamento;Copacabana;3;1;0;153;3999.0;1100.0;220.0;26.14;Apartamento
6540;6765;Apartamento;Botafogo;2;1;2;84;4650.0;1140.0;0.0;55.36;Apartamento
6541;6766;Casa;Camorim;2;2;1;90;2000.0;0.0;0.0;22.22;Casa
6542;6767;Apartamento;Botafogo;1;0;0;50;1700.0;500.0;69.0;34.0;Apartamento
6543;6768;Apartamento;Barra da Tijuca;2;1;1;72;1500.0;750.0;550.0;20.83;Apartamento
6544;6769;Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;0.0;47.52;Apartamento
6545;6771;Apartamento;Barra da Tijuca;5;3;3;436;12000.0;2200.0;1200.0;27.52;Apartamento
6546;6772;Apartamento;Ipanema;3;3;2;260;18000.0;2640.0;0.0;69.23;Apartamento
6547;6773;Apartamento;Jacarepaguá;1;1;1;42;1200.0;750.0;40.0;28.57;Apartamento
6548;6774;Apartamento;Flamengo;1;0;0;45;1300.0;400.0;68.0;28.89;Apartamento
6549;6775;Apartamento;Barra da Tijuca;4;3;4;268;12000.0;2200.0;8000.0;44.78;Apartamento
6550;6776;Apartamento;Recreio dos Bandeirantes;2;1;1;87;1700.0;650.0;0.0;19.54;Apartamento
6551;6777;Apartamento;Ipanema;1;1;1;66;6500.0;1060.0;0.0;98.48;Apartamento
6552;6778;Apartamento;Barra da Tijuca;2;1;1;70;2500.0;970.0;70.0;35.71;Apartamento
6553;6779;Casa;Pavuna;1;0;0;40;550.0;0.0;0.0;13.75;Casa
6554;6780;Apartamento;Flamengo;4;2;1;326;6000.0;2350.0;0.0;18.4;Apartamento
6555;6781;Apartamento;Botafogo;2;1;2;99;4800.0;1452.0;298.0;48.48;Apartamento
6556;6782;Apartamento;Barra da Tijuca;2;1;0;68;3000.0;1300.0;355.0;44.12;Apartamento
6557;6783;Apartamento;Lagoa;4;4;4;400;35000.0;3500.0;1300.0;87.5;Apartamento
6558;6784;Apartamento;Recreio dos Bandeirantes;3;2;0;133;2190.0;1004.0;0.0;16.47;Apartamento
6559;6786;Apartamento;Tijuca;2;0;0;67;1300.0;357.0;20.0;19.4;Apartamento
6560;6787;Apartamento;Tijuca;2;0;0;57;1600.0;567.0;0.0;28.07;Apartamento
6561;6788;Apartamento;Leblon;4;2;4;230;12500.0;2700.0;1625.0;54.35;Apartamento
6562;6789;Apartamento;Copacabana;2;1;0;68;2900.0;1000.0;170.0;42.65;Apartamento
6563;6790;Apartamento;Campo Grande;3;1;1;165;2000.0;700.0;0.0;12.12;Apartamento
6564;6791;Apartamento;Botafogo;2;0;0;64;2400.0;613.0;0.0;37.5;Apartamento
6565;6792;Apartamento;Barra da Tijuca;2;1;1;75;2400.0;1061.0;216.0;32.0;Apartamento
6566;6793;Casa de Condomínio;Guaratiba;2;2;2;75;1800.0;0.0;0.0;24.0;Casa
6567;6794;Apartamento;Pechincha;3;1;0;73;1400.0;550.0;78.0;19.18;Apartamento
6568;6795;Apartamento;Méier;2;1;0;79;1500.0;613.0;52.0;18.99;Apartamento
6569;6796;Apartamento;Recreio dos Bandeirantes;3;2;1;194;1900.0;2120.0;319.0;9.79;Apartamento
6570;6797;Apartamento;Botafogo;2;0;0;60;2200.0;760.0;76.0;36.67;Apartamento
6571;6798;Apartamento;Lagoa;3;2;1;360;17000.0;1400.0;410.0;47.22;Apartamento
6572;6799;Apartamento;Méier;2;1;0;70;1200.0;521.0;0.0;17.14;Apartamento
6573;6800;Casa;Riachuelo;4;0;1;100;1800.0;0.0;40.0;18.0;Casa
6574;6801;Apartamento;Cosme Velho;2;1;0;85;2400.0;760.0;143.0;28.24;Apartamento
6575;6802;Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1200.0;813.0;92.0;15.0;Apartamento
6576;6803;Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1500.0;300.0;50.0;Apartamento
6577;6804;Apartamento;Recreio dos Bandeirantes;3;2;3;180;4000.0;475.0;0.0;22.22;Apartamento
6578;6805;Apartamento;Leblon;3;1;1;220;9000.0;3630.0;690.0;40.91;Apartamento
6579;6806;Apartamento;Ipanema;3;1;1;280;12500.0;2228.0;610.0;44.64;Apartamento
6580;6807;Apartamento;Ipanema;2;1;0;95;4900.0;1278.0;0.0;51.58;Apartamento
6581;6808;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3100.0;0.0;30.77;Apartamento
6582;6809;Apartamento;Copacabana;2;1;0;80;2500.0;646.0;0.0;31.25;Apartamento
6583;6810;Apartamento;Barra da Tijuca;3;2;1;168;5500.0;1950.0;510.0;32.74;Apartamento
6584;6811;Casa;Méier;4;1;1;125;1900.0;0.0;0.0;15.2;Casa
6585;6812;Apartamento;Copacabana;4;1;0;196;3900.0;1500.0;442.0;19.9;Apartamento
6586;6813;Apartamento;Ipanema;3;1;1;128;5600.0;1650.0;300.0;43.75;Apartamento
6587;6814;Apartamento;Barra da Tijuca;4;4;4;360;8000.0;3200.0;2000.0;22.22;Apartamento
6588;6815;Apartamento;Flamengo;2;0;0;76;2000.0;795.0;98.0;26.32;Apartamento
6589;6816;Apartamento;Vila Isabel;2;1;1;70;1700.0;315.0;100.0;24.29;Apartamento
6590;6817;Apartamento;Irajá;2;1;0;65;1100.0;260.0;0.0;16.92;Apartamento
6591;6818;Apartamento;Ipanema;3;1;0;80;3700.0;1150.0;183.0;46.25;Apartamento
6592;6819;Apartamento;Ipanema;3;2;1;320;9500.0;1700.0;380.0;29.69;Apartamento
6593;6820;Apartamento;Méier;2;0;0;60;1000.0;340.0;0.0;16.67;Apartamento
6594;6821;Apartamento;Copacabana;2;1;1;70;2200.0;600.0;0.0;31.43;Apartamento
6595;6822;Apartamento;Barra da Tijuca;4;2;2;155;5500.0;3000.0;700.0;35.48;Apartamento
6596;6823;Apartamento;Freguesia (Jacarepaguá);3;2;3;166;2500.0;1600.0;200.0;15.06;Apartamento
6597;6824;Casa de Condomínio;Maria da Graça;3;1;0;78;1200.0;375.0;29.0;15.38;Casa
6598;6825;Apartamento;Anil;2;1;0;47;1000.0;400.0;36.0;21.28;Apartamento
6599;6826;Apartamento;Catete;2;0;0;51;2200.0;336.0;0.0;43.14;Apartamento
6600;6827;Apartamento;Cachambi;2;1;1;65;1400.0;800.0;126.0;21.54;Apartamento
6601;6828;Casa de Condomínio;Barra da Tijuca;6;0;4;700;30000.0;2100.0;700.0;42.86;Casa
6602;6829;Apartamento;Barra da Tijuca;4;3;4;388;9000.0;4500.0;15000.0;23.2;Apartamento
6603;6830;Apartamento;Laranjeiras;1;0;0;59;1900.0;580.0;0.0;32.2;Apartamento
6604;6831;Apartamento;Santa Teresa;2;1;0;69;2400.0;770.0;122.0;34.78;Apartamento
6605;6832;Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0;31.25;Apartamento
6606;6833;Casa de Condomínio;Barra da Tijuca;5;9;4;870;28000.0;1650.0;0.0;32.18;Casa
6607;6834;Apartamento;Flamengo;3;1;0;170;3600.0;1534.0;415.0;21.18;Apartamento
6608;6835;Apartamento;Praça da Bandeira;2;0;0;50;2000.0;461.0;0.0;40.0;Apartamento
6609;6836;Apartamento;Barra da Tijuca;4;3;4;273;13000.0;2726.0;657.0;47.62;Apartamento
6610;6837;Apartamento;Barra da Tijuca;2;1;1;80;2800.0;880.0;0.0;35.0;Apartamento
6611;6838;Casa;Rocha;3;2;1;111;1800.0;0.0;180.0;16.22;Casa
6612;6839;Apartamento;Barra da Tijuca;1;1;1;78;1900.0;1100.0;180.0;24.36;Apartamento
6613;6840;Apartamento;Gávea;2;1;1;86;3000.0;800.0;205.0;34.88;Apartamento
6614;6841;Apartamento;Cascadura;2;1;1;60;1200.0;119.0;0.0;20.0;Apartamento
6615;6842;Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;24.12;Apartamento
6616;6843;Apartamento;Ipanema;4;2;1;210;16000.0;3200.0;800.0;76.19;Apartamento
6617;6844;Apartamento;Recreio dos Bandeirantes;3;2;1;214;5000.0;1450.0;0.0;23.36;Apartamento
6618;6846;Apartamento;Tijuca;5;1;0;220;3400.0;1200.0;0.0;15.45;Apartamento
6619;6847;Apartamento;Lagoa;2;1;1;95;3800.0;1800.0;300.0;40.0;Apartamento
6620;6848;Apartamento;Botafogo;1;0;0;36;1400.0;400.0;148.0;38.89;Apartamento
6621;6849;Apartamento;Barra da Tijuca;3;3;3;150;6000.0;2875.0;457.0;40.0;Apartamento
6622;6850;Apartamento;Barra da Tijuca;1;1;0;67;1700.0;880.0;142.0;25.37;Apartamento
6623;6851;Apartamento;São Conrado;2;2;2;70;3000.0;750.0;350.0;42.86;Apartamento
6624;6852;Apartamento;Ipanema;3;2;1;138;5000.0;2500.0;600.0;36.23;Apartamento
6625;6853;Apartamento;Copacabana;1;0;0;55;1500.0;700.0;0.0;27.27;Apartamento
6626;6854;Apartamento;Méier;2;1;1;85;1700.0;840.0;1318.0;20.0;Apartamento
6627;6855;Apartamento;Gávea;2;1;0;87;3300.0;1100.0;145.0;37.93;Apartamento
6628;6856;Quitinete;Copacabana;1;0;0;18;1000.0;530.0;25.0;55.56;Apartamento
6629;6857;Apartamento;Lagoa;4;0;1;180;6300.0;2140.0;0.0;35.0;Apartamento
6630;6858;Apartamento;Olaria;1;1;0;60;860.0;555.0;80.0;14.33;Apartamento
6631;6859;Apartamento;Ipanema;3;1;2;90;8000.0;700.0;0.0;88.89;Apartamento
6632;6860;Apartamento;Recreio dos Bandeirantes;2;1;1;75;1800.0;770.0;0.0;24.0;Apartamento
6633;6861;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;680.0;199.0;28.57;Apartamento
6634;6862;Apartamento;Tijuca;2;1;1;75;1900.0;598.0;0.0;25.33;Apartamento
6635;6863;Casa de Condomínio;Barra da Tijuca;4;4;4;600;35000.0;1100.0;12800.0;58.33;Casa
6636;6864;Apartamento;Laranjeiras;2;2;1;100;5300.0;1339.0;270.0;53.0;Apartamento
6637;6865;Apartamento;Recreio dos Bandeirantes;2;2;1;100;3200.0;3300.0;549.0;32.0;Apartamento
6638;6866;Apartamento;Camorim;2;0;2;85;1900.0;1118.0;0.0;22.35;Apartamento
6639;6867;Apartamento;Santa Teresa;1;0;0;47;1350.0;495.0;32.0;28.72;Apartamento
6640;6868;Apartamento;Vila Isabel;2;1;0;62;1600.0;745.0;0.0;25.81;Apartamento
6641;6869;Apartamento;Tijuca;3;1;1;90;2000.0;980.0;0.0;22.22;Apartamento
6642;6870;Apartamento;Ipanema;3;2;1;150;5700.0;1750.0;410.0;38.0;Apartamento
6643;6871;Apartamento;Jardim Botânico;2;0;1;53;3200.0;730.0;0.0;60.38;Apartamento
6644;6872;Apartamento;Ipanema;3;1;0;130;5000.0;1650.0;252.0;38.46;Apartamento
